edad,grado,promedio_matematica,promedio_comunicacion,promedio_ciencias,promedio_general,num_cursos_desaprobados,porcentaje_asistencia,num_tardanzas,num_inasistencias_injustificadas,tendencia_notas,participacion_clase,entrega_tareas,repitio_grado,horas_estudio_semanal,target,genero,estructura_familiar,num_hermanos,nivel_socioeconomico,nivel_educativo_padres,trabaja_estudiante,horas_trabajo_semanal,acceso_internet_hogar,distancia_colegio_km,nivel_autoestima,nivel_ansiedad,nivel_motivacion_escolar,apoyo_familiar_percibido,eventos_estresantes_recientes,relacion_con_companeros,horas_sueño_diarias,consumo_sustancias,participa_actividades_extracurriculares,atencion_psicologica_previa
13.0,2,8.25,12.13,7.36,9.39,3,90.7,5,8,0,1,73.3,0,5.9,1,0,0,1,3,3,0,20.8,1,3.52,3.0,4,1,1,1,3,6.0,0,0,0
14.0,2,9.64,16.2,12.81,13.65,2,81.2,6,4,2,1,54.1,1,4.2,1,1,3,2,2,0,1,19.4,1,5.3,3.0,4,1,3,0,2,7.3,0,0,0
14.0,3,7.51,9.01,13.08,9.66,2,74.3,11,11,3,2,50.2,0,2.9,1,0,0,1,1,0,0,20.8,0,3.75,3.0,3,3,2,1,2,7.7,0,0,0
12.0,1,6.24,9.05,10.42,8.62,3,68.6,13,7,1,1,45.9,0,7.6,1,0,3,1,3,3,1,28.4,1,1.55,3.0,5,1,3,1,1,6.0,0,0,0
14.0,2,8.59,10.43,10.53,8.78,2,81.5,7,4,1,1,78.1,1,8.1,1,0,3,1,3,1,0,20.8,1,1.34,4.0,4,4,3,1,2,6.9,0,0,0
15.0,3,5.05,11.14,6.49,8.21,5,72.7,6,5,0,1,69.6,0,4.9,2,1,3,0,3,1,1,23.8,1,1.31,2.0,4,2,3,0,1,5.2,1,0,0
17.0,5,10.71,4.59,7.63,8.32,2,77.4,10,10,1,2,72.0,0,9.6,2,1,0,3,1,3,1,29.1,1,2.15,2.0,3,3,2,0,2,5.9,0,0,0
15.0,3,15.6,14.55,20.0,17.07,0,100.0,0,0,2,2,89.2,0,4.8,0,2,0,0,2,1,0,20.8,0,3.11,2.0,3,4,3,0,0,7.8,1,0,0
13.0,1,9.06,8.5,10.12,9.0,3,51.6,11,10,0,1,27.6,0,1.2,2,0,0,1,1,3,1,26.8,1,7.16,2.0,4,3,1,1,1,5.3,0,0,1
12.0,1,6.07,12.01,11.86,9.31,4,65.1,12,5,2,1,72.3,0,6.7,1,1,2,1,1,1,0,20.8,1,0.75,3.0,1,2,5,0,1,6.5,0,0,1
17.0,5,10.36,7.16,13.08,10.61,4,84.9,6,7,1,2,69.8,0,10.3,1,1,0,1,3,1,0,20.8,0,2.24,3.0,3,3,4,0,2,6.9,0,0,0
16.0,5,12.81,8.87,13.62,10.99,7,68.7,3,5,3,2,70.0,0,8.9,0,1,1,0,3,3,1,28.0,1,0.61,3.0,2,4,3,1,2,6.9,0,0,0
12.0,1,14.86,14.92,17.09,15.34,0,78.7,0,0,2,0,91.4,0,12.3,0,0,0,0,0,0,0,20.8,1,0.29,3.0,2,3,3,0,0,7.4,0,0,0
30.0,4,14.88,12.84,14.55,14.62,1,76.7,2,5,2,0,77.6,1,8.6,0,1,3,3,0,1,0,20.8,1,3.04,4.0,2,3,4,0,0,6.8,0,0,0
16.0,5,14.0,9.12,10.41,11.27,3,72.5,6,7,2,1,69.6,0,10.7,1,1,0,2,2,1,0,20.8,1,0.27,3.0,5,2,3,1,2,6.0,0,1,0
16.0,5,8.95,11.03,9.0,10.08,0,85.7,4,2,0,0,84.5,0,7.3,1,0,0,5,3,3,0,20.8,1,8.04,3.0,2,2,5,0,0,6.6,0,0,0
16.0,5,13.34,16.59,16.27,15.67,1,86.9,1,1,3,0,70.8,0,11.1,0,0,0,2,0,1,1,15.0,1,10.74,4.0,4,2,3,1,0,6.9,0,1,0
13.0,2,7.55,5.44,8.74,7.52,4,83.0,5,5,1,1,64.3,0,9.1,2,0,0,3,1,2,0,20.8,0,0.37,1.0,2,1,1,0,1,5.1,0,1,1
16.0,5,13.16,9.93,12.44,11.73,0,69.2,6,9,0,1,53.9,0,2.7,1,0,3,1,3,0,0,20.8,1,0.66,4.0,2,2,2,0,2,7.8,0,0,0
13.0,1,20.0,17.26,17.94,18.33,4,80.8,3,0,1,0,77.6,0,7.0,0,0,0,0,2,1,0,20.8,0,0.41,4.0,3,3,5,0,2,7.0,1,1,0
12.0,1,13.63,20.0,17.63,16.66,2,85.3,2,0,2,2,91.1,0,12.2,0,1,3,4,0,0,0,20.8,1,1.86,2.0,3,3,3,0,0,6.8,0,1,0
13.0,2,10.96,12.84,7.81,10.44,0,61.5,6,7,2,1,23.7,1,4.3,1,1,0,2,1,1,1,18.8,1,6.13,2.0,3,3,2,0,1,8.4,0,1,1
16.0,4,14.76,17.4,18.91,16.29,0,95.1,1,0,2,2,97.5,0,16.3,0,0,3,1,0,1,0,20.8,0,4.56,4.0,3,4,5,0,2,8.5,0,0,0
15.0,4,8.34,8.26,12.49,8.38,5,68.3,8,9,0,1,43.4,1,2.3,2,0,3,1,1,3,1,27.2,0,4.57,1.0,5,4,4,0,2,6.9,1,0,0
14.0,2,18.2,14.46,18.53,16.13,0,97.7,2,3,2,0,89.0,0,8.1,0,1,0,2,0,1,0,20.8,1,0.1,1.0,1,3,5,0,0,4.5,0,1,0
15.0,3,13.59,12.97,16.85,14.56,0,89.5,2,2,2,0,92.0,0,4.9,0,0,2,3,4,1,0,20.8,1,0.89,4.0,2,4,5,0,0,6.7,0,0,1
13.0,2,13.07,7.71,13.27,11.17,0,60.5,6,7,2,0,59.2,0,7.6,1,1,2,2,2,1,1,21.1,0,2.27,2.0,3,2,4,0,2,6.6,0,1,1
13.0,2,20.0,20.0,18.75,20.0,0,100.0,2,0,2,0,74.8,0,10.0,0,0,3,2,2,3,0,20.8,0,0.63,3.0,1,4,2,0,0,7.9,0,0,0
13.0,1,5.49,7.92,8.45,7.12,3,62.6,7,17,1,1,34.7,1,8.1,1,1,3,3,1,3,1,21.7,1,1.86,3.0,2,2,2,1,1,6.6,0,0,0
16.0,5,13.56,11.6,14.1,13.55,1,81.4,10,6,1,0,68.5,1,4.6,1,0,3,1,3,1,1,20.2,1,1.1,3.0,4,4,3,1,2,6.5,0,0,0
14.0,3,16.94,11.66,15.42,15.61,1,96.1,2,1,0,2,95.8,0,4.6,0,0,0,2,3,1,0,20.8,0,3.46,2.0,4,4,2,0,2,7.4,0,0,0
16.0,4,7.75,11.54,16.73,12.06,5,66.8,8,5,2,2,58.6,0,0.2,1,1,0,1,2,3,1,25.8,1,0.49,2.0,2,3,2,1,2,3.4,0,0,0
12.0,1,15.51,18.11,15.84,16.76,0,89.1,1,1,2,0,86.1,0,2.3,0,1,0,0,0,1,0,20.8,1,1.0,3.0,1,2,3,0,0,4.1,0,1,1
12.0,1,17.99,13.86,10.03,13.26,2,89.7,8,5,1,2,48.4,1,9.9,0,0,3,0,2,3,0,20.8,1,3.87,2.0,3,2,3,0,2,6.4,0,1,0
13.0,1,16.28,11.73,14.63,14.09,0,81.6,2,1,2,0,80.0,0,13.1,0,2,0,1,0,0,0,20.8,1,0.1,5.0,1,3,3,0,0,6.6,0,0,0
14.0,2,6.5,7.39,9.84,7.34,2,70.2,4,8,2,2,65.5,0,8.4,1,1,0,0,3,1,1,29.5,1,3.69,3.0,4,4,2,0,2,7.0,0,0,0
17.0,5,14.25,10.01,17.58,14.88,3,79.6,5,2,1,1,59.3,0,0.2,1,0,1,1,3,2,1,21.3,0,3.2,3.0,2,2,4,0,3,5.9,0,0,0
12.0,1,15.6,17.71,12.72,15.11,0,80.3,3,0,2,0,76.4,0,10.3,0,0,1,1,2,0,0,20.8,0,1.59,3.0,4,2,2,0,2,5.5,0,1,0
16.0,5,18.18,11.1,11.04,13.64,4,79.4,7,4,1,1,86.8,0,15.0,1,1,2,1,2,1,0,20.8,1,0.39,4.0,2,3,1,0,2,6.9,0,1,0
16.0,4,14.98,16.34,17.61,16.81,0,94.4,5,0,2,0,69.6,0,18.7,0,1,1,0,0,3,0,20.8,0,0.35,4.0,3,4,1,0,0,7.2,0,1,0
13.0,1,14.03,9.81,7.29,10.71,4,65.8,5,10,0,1,61.3,0,1.5,2,0,1,3,3,3,0,20.8,1,4.8,3.0,3,1,2,1,2,5.0,0,1,1
16.0,5,6.1,8.29,7.45,7.08,1,57.7,10,8,1,1,48.6,1,6.0,2,1,3,2,4,1,0,20.8,0,1.23,1.0,4,4,2,0,2,6.0,0,0,1
12.0,1,13.11,14.89,10.08,12.75,2,67.0,4,8,1,1,75.3,0,9.6,0,0,1,1,3,1,1,23.4,1,0.24,3.0,2,4,4,1,2,8.2,0,0,0
16.0,4,7.32,9.6,10.73,8.47,1,79.1,10,8,0,1,44.7,0,6.8,1,0,3,1,1,1,1,18.9,0,2.51,2.0,3,3,1,1,2,8.0,0,0,0
14.0,2,4.89,10.47,7.56,7.47,4,63.3,10,5,0,2,56.3,0,8.0,1,1,0,2,3,1,1,27.0,0,6.85,4.0,2,1,4,1,2,5.3,0,0,1
16.0,4,13.88,14.05,17.51,14.53,2,88.3,2,3,2,2,81.6,0,7.7,0,1,3,3,2,1,1,24.0,0,2.75,4.0,3,2,4,1,1,7.8,0,0,0
13.0,1,7.03,11.86,9.55,9.44,4,71.3,6,10,0,1,43.6,0,4.3,1,0,3,4,3,3,1,25.7,1,5.13,3.0,4,3,2,0,2,6.0,0,1,0
17.0,5,18.29,14.56,14.64,16.24,2,87.0,2,2,2,2,87.9,1,12.4,0,1,0,3,0,3,0,20.8,1,1.89,5.0,3,5,5,1,0,6.2,0,1,0
14.0,3,18.77,15.63,15.8,16.11,0,98.8,0,0,1,0,79.2,0,7.3,0,0,2,3,2,4,0,20.8,1,9.19,4.0,2,3,3,0,2,6.6,0,0,0
16.0,4,10.91,11.05,13.1,11.9,2,79.0,5,2,1,2,78.7,0,8.2,0,0,3,3,3,3,0,20.8,1,1.86,3.0,3,2,5,0,2,6.2,0,1,0
13.0,2,5.18,8.75,7.81,7.67,1,81.0,6,9,3,1,52.6,0,5.0,2,0,3,3,1,1,0,20.8,0,0.55,4.0,1,3,4,1,2,7.4,0,1,1
13.0,2,11.69,8.02,16.03,12.06,3,80.2,12,5,1,0,68.7,0,10.7,1,1,0,1,3,3,0,20.8,0,9.57,4.0,4,2,5,1,0,6.8,0,0,0
13.0,1,9.74,7.48,13.9,11.07,1,67.5,5,5,1,2,63.8,0,8.6,1,0,0,1,2,1,0,20.8,1,6.82,5.0,3,2,1,1,0,8.3,0,1,1
13.0,2,12.23,17.69,12.29,13.34,2,67.8,2,4,0,2,79.4,0,11.2,0,0,0,1,4,0,0,20.8,0,2.96,4.0,3,2,2,0,2,6.9,0,1,0
16.0,4,11.43,13.35,11.22,11.5,1,71.1,2,4,1,2,69.6,0,15.0,2,0,3,1,2,0,0,20.8,1,0.97,4.0,3,3,2,0,2,5.7,0,1,0
13.0,1,9.53,12.98,12.12,11.18,4,73.5,9,8,1,1,58.7,1,3.8,1,0,1,0,1,1,0,20.8,0,6.32,2.0,5,3,2,0,1,5.5,0,0,0
16.0,4,8.55,8.18,12.7,10.26,2,69.1,10,5,1,2,43.7,1,5.1,1,0,3,1,3,3,0,20.8,1,14.53,2.0,3,3,1,1,1,4.9,0,1,0
13.0,1,13.11,9.64,6.23,10.21,1,78.2,2,9,0,1,55.2,1,7.3,2,0,1,1,3,1,0,20.8,0,0.19,3.0,3,3,3,1,2,8.9,0,0,0
17.0,5,3.45,4.12,6.9,4.86,2,64.7,8,6,0,2,44.4,0,7.4,2,0,0,0,1,3,1,26.1,0,0.35,2.0,3,2,4,1,2,7.6,0,1,0
17.0,5,5.56,7.81,4.37,5.41,9,74.6,12,9,0,2,7.7,1,8.1,2,1,0,1,3,3,1,24.7,1,1.98,3.0,5,1,2,1,2,4.2,0,0,1
12.0,1,14.51,11.78,11.99,13.16,1,89.2,3,5,0,2,76.1,1,10.5,1,0,0,1,3,1,1,24.0,1,1.07,3.0,3,4,4,0,2,4.3,0,0,0
12.0,1,20.0,13.63,13.99,16.33,0,82.2,0,0,3,0,67.2,0,8.1,0,0,0,0,2,1,0,20.8,1,0.13,4.0,3,5,4,1,0,7.9,0,1,1
12.0,1,9.88,9.91,13.47,10.63,2,79.4,5,5,0,1,65.9,0,0.9,1,1,0,1,3,1,0,20.8,0,0.14,2.0,3,1,2,0,1,4.1,0,0,1
17.0,5,12.3,13.94,8.26,11.93,2,84.8,5,6,0,2,61.4,0,6.8,0,1,0,0,2,1,0,20.8,1,1.83,3.0,4,3,1,0,1,7.2,0,1,0
16.0,5,12.14,17.29,18.93,15.98,2,71.5,1,2,2,0,64.6,0,14.9,0,1,2,2,0,1,0,20.8,0,2.59,4.0,2,3,3,0,0,9.3,0,1,0
12.0,1,6.6,8.61,7.39,6.86,3,72.0,10,12,1,1,49.5,0,3.9,1,0,0,1,1,2,0,20.8,1,6.46,2.0,5,2,2,1,1,5.4,0,0,1
15.0,4,18.89,16.49,14.14,16.07,0,77.8,1,0,2,2,93.2,0,12.2,0,0,3,0,2,3,0,20.8,1,1.72,5.0,2,3,4,0,0,7.8,0,1,0
14.0,3,8.91,7.43,11.48,9.05,8,44.2,5,18,0,1,69.6,1,4.7,2,1,0,2,4,1,1,23.7,1,0.36,3.0,5,2,1,0,1,4.7,1,0,1
12.0,1,19.8,11.98,13.72,15.47,1,88.5,3,1,2,0,67.1,0,13.4,0,1,0,4,0,1,0,20.8,1,0.4,4.0,2,4,2,0,0,7.8,0,1,0
13.0,2,7.6,14.77,10.69,12.11,2,70.0,2,5,2,2,60.8,0,4.5,1,0,2,1,2,3,1,19.9,0,1.46,3.0,2,2,4,1,2,6.4,0,0,0
14.0,2,7.72,12.04,14.16,12.14,3,66.9,5,5,1,2,44.2,0,5.4,1,0,0,1,2,3,0,20.8,0,2.97,2.0,2,4,4,1,2,6.2,0,0,0
15.0,4,19.66,20.0,17.3,18.42,0,79.4,1,0,2,2,100.0,0,13.0,0,1,1,0,2,0,1,13.2,1,1.1,3.0,3,3,3,0,0,6.7,0,1,0
13.0,1,16.82,19.8,15.76,17.85,0,96.5,1,1,2,0,82.7,1,8.8,0,0,0,0,0,0,0,20.8,1,2.07,5.0,3,4,5,0,0,7.2,0,0,0
16.0,4,17.0,15.52,16.43,16.27,0,75.9,4,5,2,0,69.6,0,7.4,0,0,3,2,2,1,1,26.3,1,1.46,3.0,3,3,3,1,0,7.9,0,1,0
14.0,2,10.87,15.59,19.42,15.09,1,77.3,4,2,2,0,82.9,0,11.4,0,2,2,3,2,1,0,20.8,1,0.1,3.0,3,4,5,0,0,4.7,0,0,0
12.0,1,16.51,17.16,19.27,17.57,1,83.9,4,2,2,0,69.6,1,10.3,0,0,3,1,0,0,0,20.8,1,0.74,5.0,2,5,4,0,0,5.6,0,0,0
12.0,1,12.7,14.14,17.87,14.99,2,87.0,2,2,1,2,73.3,0,12.1,0,1,2,1,3,1,0,20.8,1,0.77,3.0,4,3,5,0,0,5.5,0,0,0
14.0,2,17.95,15.62,12.46,15.55,0,92.8,2,0,2,2,91.6,0,8.3,0,1,0,0,2,0,0,20.8,1,0.8,2.0,2,3,3,1,0,8.8,0,1,1
12.0,1,17.14,16.75,20.0,16.97,0,94.8,3,0,2,2,77.5,0,13.0,0,0,0,2,4,1,1,17.2,1,1.92,5.0,2,3,4,0,0,6.7,0,1,0
15.0,4,17.8,13.94,12.32,15.28,0,79.6,3,5,1,0,77.7,0,12.7,0,0,3,2,4,0,0,20.8,1,1.7,4.0,2,3,4,0,2,7.9,0,0,0
17.0,5,9.66,9.92,10.73,10.03,6,69.7,4,5,3,2,51.9,0,8.4,1,0,3,0,1,3,1,24.5,1,0.1,4.0,2,2,3,1,1,7.0,0,1,0
14.0,3,10.89,15.23,15.63,14.08,4,72.4,7,4,1,1,69.6,0,14.4,1,1,2,1,3,1,0,20.8,0,3.85,2.0,3,1,5,1,2,6.4,0,0,0
16.0,4,13.53,8.58,13.89,11.37,2,78.7,7,10,1,2,56.0,0,7.4,1,1,3,0,2,1,0,20.8,0,1.36,2.0,4,4,4,0,0,7.0,0,0,0
16.0,4,10.92,13.03,11.98,11.63,2,62.9,4,9,1,0,69.6,0,12.9,0,0,0,3,3,1,0,20.8,1,6.69,4.0,3,3,4,1,2,8.5,0,0,1
15.0,4,13.77,15.3,12.95,13.65,1,86.4,2,5,1,0,62.0,0,8.8,0,1,0,1,2,1,0,20.8,1,3.37,4.0,3,2,3,1,2,7.5,0,0,0
13.0,2,18.43,18.51,15.07,17.51,1,78.7,1,3,2,2,85.4,0,12.5,0,0,0,1,2,1,1,16.5,1,4.31,5.0,2,4,3,1,2,5.9,0,0,0
13.0,1,7.65,12.82,16.89,12.28,2,76.6,0,4,3,1,47.3,0,8.5,1,0,0,2,2,0,0,20.8,1,0.25,3.0,2,3,5,0,2,6.7,0,1,0
13.0,1,13.81,10.14,16.76,13.77,2,79.4,2,4,2,2,62.1,0,10.9,1,1,0,2,3,3,1,14.2,1,7.45,3.0,3,5,4,1,2,7.7,0,0,0
17.0,5,11.4,10.51,11.76,11.6,2,68.4,2,6,1,2,55.6,0,8.1,2,1,3,0,4,2,0,20.8,1,5.33,4.0,4,2,3,0,0,4.5,0,0,1
13.0,2,8.4,12.58,10.24,11.79,1,69.7,4,6,1,0,64.8,0,11.8,1,1,0,3,2,1,1,17.7,0,4.97,3.0,4,3,3,1,2,7.3,0,1,0
13.0,1,12.21,14.72,10.39,12.35,3,82.4,4,8,1,0,85.2,0,7.6,0,1,0,2,3,1,0,20.8,0,0.51,3.0,2,2,4,0,2,7.3,0,0,0
14.0,3,5.75,11.35,6.51,8.89,2,75.9,5,9,0,1,44.1,0,4.7,2,1,1,2,1,3,0,20.8,1,1.04,3.0,4,3,3,1,2,5.6,0,1,1
15.0,4,7.82,11.19,10.21,9.62,0,80.5,4,7,2,1,73.8,0,9.3,2,1,2,3,3,3,0,20.8,0,2.02,3.0,1,2,2,1,0,6.4,0,0,1
14.0,2,16.04,13.1,19.45,16.23,0,79.2,5,3,1,0,75.9,1,8.1,1,1,0,1,3,0,0,20.8,1,0.99,3.0,4,3,3,1,2,5.5,0,0,0
14.0,2,8.0,9.25,11.25,9.57,0,92.9,2,3,2,0,77.7,0,9.0,0,0,3,2,2,1,0,20.8,1,0.12,4.0,3,4,4,0,0,8.7,0,1,0
17.0,5,6.38,5.59,12.49,7.66,2,63.6,11,10,1,1,69.6,1,5.7,2,1,3,3,1,4,0,20.8,1,3.34,3.0,4,2,3,0,2,5.5,0,0,1
12.0,1,4.95,11.24,3.59,6.53,2,58.1,6,6,0,1,34.6,0,1.7,2,0,1,2,1,3,1,20.6,0,3.71,3.0,4,1,3,0,1,5.5,1,0,0
13.0,1,6.23,7.2,10.95,8.97,4,71.8,5,6,0,1,69.6,1,1.2,2,1,0,3,1,1,0,20.8,1,0.73,4.0,5,2,2,1,1,4.3,0,0,1
17.0,5,11.11,8.83,8.9,9.92,1,66.0,11,14,0,2,56.9,0,5.6,2,1,1,0,4,0,1,28.0,1,3.24,2.0,4,1,2,1,2,8.2,0,0,0
16.0,5,18.74,20.0,15.84,17.41,0,91.5,3,2,2,2,100.0,0,11.5,1,1,0,3,2,1,0,20.8,0,11.06,3.0,2,5,4,1,2,7.4,0,0,0
16.0,4,7.67,9.64,1.85,5.41,3,58.0,7,9,1,2,48.1,1,3.2,2,1,0,2,3,0,0,20.8,0,10.44,1.0,3,1,1,0,1,7.0,0,1,1
13.0,1,20.0,20.0,18.38,18.86,0,82.0,0,0,2,0,64.5,0,15.6,0,1,0,2,2,0,0,20.8,1,1.86,5.0,3,4,4,0,2,7.1,0,0,0
12.0,1,4.6,9.93,9.08,7.75,1,61.3,7,6,0,2,63.0,0,3.3,2,1,3,1,1,3,1,16.7,0,5.83,3.0,5,2,4,0,2,4.3,0,0,1
13.0,1,11.62,15.68,12.5,12.87,0,76.7,6,2,0,1,56.9,0,1.8,1,1,0,5,2,1,0,20.8,1,0.62,3.0,2,4,3,0,0,4.1,1,1,0
15.0,4,15.78,11.58,12.53,12.97,3,72.9,7,5,0,2,56.7,0,8.0,1,1,3,3,1,0,1,15.7,0,0.49,2.0,3,3,2,0,1,7.2,0,0,0
13.0,1,7.99,7.29,4.6,6.41,1,60.1,7,7,0,1,32.4,0,6.1,1,1,3,2,1,0,0,20.8,1,3.64,3.0,3,2,3,0,1,5.0,0,0,0
13.0,1,15.43,17.33,14.76,15.02,1,84.0,2,2,1,0,100.0,0,14.3,0,0,0,1,2,1,0,20.8,1,0.86,3.0,3,4,4,0,2,7.5,0,1,0
13.0,1,4.66,4.48,6.83,5.56,1,61.1,6,11,0,1,50.4,0,8.1,2,0,3,6,1,1,1,18.2,1,5.37,2.0,4,1,3,1,3,5.6,0,1,0
16.0,4,12.27,11.45,9.57,11.9,4,80.0,11,5,1,0,40.6,0,13.7,1,0,3,0,2,0,1,18.0,0,7.03,5.0,3,4,3,1,2,7.7,0,0,0
12.0,1,4.37,7.47,9.31,6.68,3,61.4,9,4,0,2,41.2,0,6.7,1,0,0,3,3,3,0,20.8,0,10.28,3.0,4,2,2,0,1,7.2,0,0,0
15.0,4,3.8,6.64,6.32,6.1,2,52.0,14,12,0,1,25.6,0,3.1,2,1,3,3,3,2,1,22.9,1,7.61,3.0,5,2,2,1,2,6.8,0,0,0
12.0,1,5.38,8.34,9.38,8.44,2,71.8,7,10,0,1,27.8,0,8.1,2,1,3,1,1,1,0,20.8,1,1.55,4.0,3,2,2,0,1,5.9,0,0,0
16.0,5,17.28,15.17,12.79,15.26,1,73.9,1,1,2,0,66.4,1,11.3,1,0,0,1,2,0,0,20.8,1,3.42,5.0,4,4,4,1,2,6.2,0,0,0
12.0,1,15.44,11.8,12.93,13.65,3,82.8,3,1,0,1,52.9,0,11.9,1,0,0,1,3,3,0,20.8,1,1.86,2.0,3,4,4,0,0,6.6,0,1,0
17.0,5,14.38,14.0,19.64,15.95,1,96.8,0,1,2,0,83.4,0,5.0,0,1,3,1,2,4,1,12.1,1,0.2,4.0,4,5,3,0,0,9.1,1,0,0
14.0,2,10.97,12.1,16.4,13.68,2,77.2,3,6,0,1,50.7,0,10.8,1,0,0,3,2,1,1,14.0,0,2.38,3.0,4,3,3,1,0,5.5,0,1,0
16.0,5,16.94,12.94,15.05,14.62,0,97.9,4,3,2,0,62.7,0,8.1,0,0,3,1,2,3,1,18.8,1,0.93,3.0,1,5,3,0,2,6.1,0,0,0
14.0,2,20.0,18.69,16.64,18.54,0,89.3,1,0,2,0,93.5,0,9.4,0,0,3,4,2,2,0,20.8,1,1.34,3.0,1,4,3,0,0,8.7,0,1,0
15.0,4,14.04,15.17,15.61,14.22,1,91.0,1,1,2,2,85.1,0,8.1,0,1,1,1,0,1,0,20.8,0,1.97,3.0,3,3,2,1,0,7.9,0,0,0
14.0,2,11.19,8.5,9.85,10.01,2,91.7,8,5,2,2,66.6,0,6.6,1,0,0,1,2,1,0,20.8,1,0.19,2.0,3,2,4,0,1,6.0,0,0,1
13.0,2,12.34,17.27,18.99,15.7,0,94.0,2,1,2,0,78.6,0,11.1,0,1,0,3,2,3,1,22.3,1,0.32,2.0,2,3,3,0,0,8.5,0,0,0
16.0,4,16.15,15.01,20.0,16.43,0,98.8,2,4,3,2,69.1,0,13.5,0,2,3,1,2,1,0,20.8,1,0.1,3.0,1,4,4,1,0,7.6,0,0,0
15.0,4,3.49,2.39,6.71,3.59,6,72.5,10,6,0,1,26.9,1,2.2,2,0,0,1,3,1,1,19.2,1,0.34,2.0,5,2,4,1,2,5.1,1,0,0
15.0,4,8.55,9.95,3.69,7.47,6,69.1,3,15,3,1,44.9,0,0.0,2,1,0,2,1,1,0,20.8,0,18.93,3.0,5,1,3,1,1,5.3,0,0,0
14.0,3,7.67,5.79,11.26,9.2,3,64.3,5,4,0,1,43.5,0,2.4,1,0,0,0,1,1,0,20.8,1,2.6,2.0,2,3,3,1,2,6.1,1,0,1
12.0,1,8.56,4.53,6.93,6.13,4,65.9,13,5,1,1,50.1,0,0.0,2,0,1,1,1,1,0,20.8,0,0.38,3.0,5,2,3,1,2,7.9,0,0,0
13.0,2,12.37,16.5,11.18,13.32,3,73.1,4,5,2,0,82.9,0,4.4,0,1,0,3,2,0,0,20.8,1,1.81,3.0,3,3,4,0,0,7.9,0,0,0
15.0,3,16.38,17.77,19.74,18.35,0,96.4,2,0,2,0,90.9,0,14.2,0,0,1,0,2,3,0,20.8,1,0.88,4.0,1,4,4,0,2,7.0,1,1,0
16.0,4,11.8,16.89,12.29,13.0,0,89.0,3,6,1,0,92.8,0,13.9,0,1,3,4,2,2,0,20.8,1,1.22,4.0,3,2,3,0,0,6.7,0,0,0
17.0,5,6.08,10.41,4.32,7.1,2,78.1,12,6,0,2,23.6,0,9.8,2,1,0,4,1,0,0,20.8,1,0.62,3.0,3,1,3,1,2,7.9,0,0,0
12.0,1,8.84,12.63,8.59,10.02,3,58.2,3,6,0,1,62.1,0,8.1,1,0,0,3,1,1,0,20.8,0,7.56,3.0,3,1,2,1,1,6.0,1,1,1
13.0,2,4.51,6.46,2.79,4.04,3,54.4,14,10,0,2,39.7,0,7.6,2,0,0,0,3,3,0,20.8,1,5.76,2.0,3,2,2,0,2,5.4,0,0,1
15.0,3,16.21,17.41,15.89,16.37,1,100.0,4,4,2,0,87.3,0,11.1,0,1,2,1,0,0,0,20.8,1,1.28,3.0,2,4,4,1,0,6.3,0,1,0
16.0,5,6.84,15.61,10.53,11.03,5,63.9,5,8,0,2,70.9,1,3.9,1,0,0,1,3,3,0,20.8,0,1.65,4.0,3,3,3,0,2,8.2,0,1,0
15.0,3,14.5,17.87,20.0,16.8,0,100.0,2,0,2,0,63.9,0,10.3,0,0,3,3,2,1,1,9.9,1,1.54,5.0,4,4,4,1,0,9.2,0,1,0
17.0,5,9.96,9.59,10.44,8.9,2,75.0,8,7,1,2,59.7,1,7.2,1,0,3,1,3,1,1,25.7,0,4.59,3.0,3,3,2,1,1,7.0,0,1,1
16.0,4,3.44,5.57,8.25,5.63,2,63.7,4,4,1,1,47.1,1,7.6,1,0,0,0,3,0,0,20.8,0,9.23,2.0,4,3,3,0,1,6.0,0,0,0
15.0,4,12.51,12.86,11.3,12.19,5,85.5,10,10,2,1,70.3,0,14.3,1,0,0,2,2,3,0,20.8,0,0.69,3.0,4,4,3,1,2,5.6,0,1,1
17.0,5,8.64,8.89,9.27,9.93,5,66.2,8,7,0,2,39.4,1,9.6,2,0,0,2,3,3,0,20.8,0,0.17,2.0,3,2,1,1,1,6.2,0,0,0
16.0,5,15.45,16.29,18.78,16.2,1,97.2,2,2,1,2,71.0,0,6.8,0,0,1,1,2,1,1,21.6,1,1.85,4.0,1,3,3,0,2,4.8,0,0,0
13.0,1,12.7,11.52,9.41,11.77,6,82.5,4,4,2,1,62.9,1,5.9,1,0,0,1,1,1,1,18.1,1,3.83,3.0,4,4,2,0,1,6.5,0,1,0
16.0,5,15.53,17.95,17.87,17.01,0,99.8,4,2,3,2,79.1,0,9.3,0,0,1,0,0,1,0,20.8,1,6.16,5.0,2,4,5,0,0,6.0,0,1,0
14.0,3,19.1,14.77,11.86,15.74,0,90.5,1,2,1,0,82.9,0,10.6,0,0,0,1,2,1,0,20.8,1,0.46,3.0,3,4,3,1,0,7.0,0,0,0
13.0,1,11.69,15.87,13.23,13.44,1,62.4,4,3,1,2,69.6,0,11.0,1,2,0,0,2,3,1,18.4,0,1.98,3.0,2,2,3,0,0,5.8,0,0,0
17.0,5,8.82,9.23,9.37,9.54,4,71.3,7,13,0,1,44.1,1,6.1,2,0,3,0,1,1,0,20.8,0,0.79,1.0,3,1,2,0,2,8.1,0,1,0
